School Code,School Name,District Name,Block Name
12307,"UTKRAMIT M S RAHARIA MANULHA PATTI BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12308,"UTKRAMIT M S NONIYA TOLA CHAKALA NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12309,"BALIKA UTKRAMIT M S GUNWANTI SHRANIGANJ, ARARIA",ARARIA,NARPATGANJ
12310,"UTKRAMIT M S PARMANANDPUR SHRANIGANJ, ARARIA",ARARIA,NARPATGANJ
12311,"UTKRAMIT M S KAPAR FORA KURSAKANTA, ARARIA",ARARIA,NARPATGANJ
12312,"UTKRAMIT M S SOHAGMARO SIKATI, ARARIA",ARARIA,NARPATGANJ
12313,"ADARSH UTKRAMIT M S MIRJAPUR FORBISGANJ, ARARIA",ARARIA,NARPATGANJ
12314,"UTKRAMIT M S ACHRA NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12315,UTKRAMIT M S ARARIA BASTI ARARIA,ARARIA,NARPATGANJ
12316,"UTKRAMIT M S HINGNA AURAHI FORBISGANJ, ARARIA",ARARIA,NARPATGANJ
12317,"UTKRAMIT M S JAHANPUR KESHRRA JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12318,"UTKRAMIT MS KHABDAH DUMRIYA REWAHI NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12319,"UTKRAMIT M S KOSKAPUR KOSKAPUR NORTH RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12320,"UTKRAMIT M S MANGALWAR CHARIYA BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12321,"UPGRADE HIGH SCHOOL MALDWAR PURAB, ARARIA",ARARIA,NARPATGANJ
12322,"UTKRAMIT M S BASMATIYA,, ARARIA",ARARIA,NARPATGANJ
12323,"UTKRAMIT M S TAMGANJ,, ARARIA",ARARIA,NARPATGANJ
12324,"UTKRAMIT M S KHAIRA,, ARARIA",ARARIA,NARPATGANJ
12325,"UTKRAMIT M S MAHESHPATTI,, ARARIA",ARARIA,NARPATGANJ
12326,"UTKRAMIT M S BARMASIYA,, ARARIA",ARARIA,NARPATGANJ
12327,"A UTKRAMIT M S KALA BALUA,, ARARIA",ARARIA,NARPATGANJ
12328,"UTKRAMIT M S SONAMANI GODAM,, ARARIA",ARARIA,NARPATGANJ
12329,"UTKRAMIT M S SUBHANKARPUR,, ARARIA",ARARIA,NARPATGANJ
12330,"UTKRAMIT M S GOKHALAPUR BMS, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12331,"UTKRAMIT M S BELA REFUJI, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12332,"UTKRAMIT MADHYAMIK SCHOOL CHANDA, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12333,"UTKRAMIT M S HARIDYEPUR, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12334,"UTKRAMIT M S NARAYANPUR, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12335,"UTKRAMIT M S DUMARIYA BALAK, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12336,"UTKRAMIT M S AMAUNA, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12337,"UTKRAMIT M S PURNDAHA, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12338,"UTKRAMIT M S GORAGACCH, SIKATI, ARARIA",ARARIA,NARPATGANJ
12339,"UTKRAMIT M S DIMIHIYA, SIKATI, ARARIA",ARARIA,NARPATGANJ
12340,"UTKRAMIT M S PECHAULI, PALASI, ARARIA",ARARIA,NARPATGANJ
12341,"UTKRAMIT MADHYAMIK SCHOOL BHAWANI NAGAR, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12342,"UTKRAMIT MADHYAMIK SCHOOL BARA ISTAMBARAR, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12343,"UTKRAMIT M S LALPUR MAHUA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12344,"UTKRAMIT M S BARHARA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12345,"GIRLS UTKRAMIT M S POTIHIA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12346,"UTKRAMIT M S PARWAHA HARIJAN, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12347,"UTKRAMIT M S SIRSIA KALA, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12348,"UTKRAMIT M S MAUJAHA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12349,"UTKRAMIT M S BASGARA RAMPUR, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12350,"UTKRAMIT M S MADHULATA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12351,"UTKRAMIT M S BARA, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12352,"UTKRAMIT M S DARMGANJ, PALASI, ARARIA",ARARIA,NARPATGANJ
12353,"UTKRAMIT M S BHAGPARWAHA, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12354,"UTKRAMIT M S BELWAAT, ARARIA",ARARIA,NARPATGANJ
12355,"UTKRAMIT M S KUSHIAR GOAN, ARARIA",ARARIA,NARPATGANJ
12356,"UTKRAMIT M S DENIA, SIKATI, ARARIA",ARARIA,NARPATGANJ
12357,"UTKRAMIT M S SAHEBGANJ, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12358,"UTKRAMIT M S DUMARBANNA, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12359,"UTKRAMIT M S GARDHGAMA, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12360,"UTKRAMIT M S BHAWANIPUR, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12361,"UTKRAMIT M S SAMAUL, FARBESGANJ, ARARIA",ARARIA,NARPATGANJ
12362,"UTKRAMIT M S TIRHUTBITTA, ARARIA",ARARIA,NARPATGANJ
12363,"UTKRAMIT M S FULSARA, PALASI, ARARIA",ARARIA,NARPATGANJ
12364,"UTKRAMIT M S DALA, PALASI, ARARIA",ARARIA,NARPATGANJ
12365,"UTKRAMIT M S DOMOHANA-2, JOKIHAAT, ARARIA",ARARIA,NARPATGANJ
12366,"UTKRAMIT M S CHIKANI, KURSAKANTA, ARARIA",ARARIA,NARPATGANJ
12367,"UTKRAMIT M S BORIA, KURSAKANTA, ARARIA",ARARIA,NARPATGANJ
12368,"UTKRAMIT MADHYAMIK SCHOOL, BAJIDPUR, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12369,"UTKRAMIT MADHYAMIK SCHOOL, BHANSHIYA, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12370,"UTKRAMIT MADHYAMIK SCHOOL, BAHARBARI, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12371,"UTKRAMIT MADHYAMIK SCHOOL, BAGADAHRA, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12372,"UTKRAMIT MADHYAMIK SCHOOL, AADI RAMPUR, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12373,"UTKRAMIT MADHYAMIK SCHOOL, GAIYARI, ARARIA",ARARIA,NARPATGANJ
12374,"UTKRAMIT MADHYAMIK SCHOOL, SHAURGAOWN, KURSHAKANTA, ARARIA",ARARIA,NARPATGANJ
12377,"UTKRAMIT UCHCH MADYAMIK SCHOOL, KACHNA, SIKTI, ARARIA",ARARIA,NARPATGANJ
12378,"UTKRAMIT MADHYAMIK SCHOOL, MALDWAR, PALASI, ARARIA",ARARIA,NARPATGANJ
12379,"UTKRAMIT MADHYAMIK SCHOOL, CHANDIPUR, PALASI, ARARIA",ARARIA,NARPATGANJ
12380,"UTKRAMIT MADHYAMIK SCHOOL, KAROR DIGHLI, PALASI, ARARIA",ARARIA,NARPATGANJ
12382,"UTKRAMIT MADHYAMIK SCHOOL, CHAURA PARWAH, FORBISGANG, ARARIA",ARARIA,NARPATGANJ
12383,"UTKRAMIT MADHYAMIK SCHOOL, PIPRA, FORBESGANJ, ARARIA",ARARIA,NARPATGANJ
12384,"UTKRAMIT MADHYAMIK SCHOOL, RAGHUNATHPUR, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12385,"UTKRAMIT MADHYAMIK SCHOOL, CHARAIYA, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12386,"UTKRAMIT MADHYAMIK SCHOOL, BHATGAMA, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12387,"UTKRAMIT MADHYAMIK SCHOOL, THEKPURA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12388,"UTKRAMIT MADHYAMIK SCHOOL, MAJHUA, RANIGANJ, ARARIA",ARARIA,NARPATGANJ
12389,"UTKRAMIT MADHYAMIK SCHOOL, DABHRA SHARANPUR, ARARIA",ARARIA,NARPATGANJ
12390,"UTKRAMIT MADHYAMIK SCHOOL, HALDHAR HAT, KURSAKANTA, ARARIA",ARARIA,NARPATGANJ
12392,"UTKRAMIT UCHCH MADHYAMIK SCHOOL, JAYNAGAR, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12393,"UTKRAMIT UCH MADHYAMIK SCHOOL, MIRDAUL, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12394,"UTKRAMIT MADHYAMIK SCHOOL, SONAPUR, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12395,"UTKRAMIT MADHYAMIK SCHOOL, FATEHPUR, NARPATGANJ, ARARIA",ARARIA,NARPATGANJ
12396,"UTKRAMIT MADHYAMIK SCHOOL BARDHA NUNIYA TOLA, NARPATGANJ ARARIA",ARARIA,NARPATGANJ
12397,"UTKRAMIT MADHYAMIK SCHOOL , MAHISHAKOL, ARARIA",ARARIA,NARPATGANJ
12398,"UTKRAMIT MADHYAMIK SCHOOL, FARASUT, ARARIA",ARARIA,NARPATGANJ
12399,"UTKRAMIT MADHYAMIK VIDYALYA THENGAPUR, SIKATI, ARARIA",ARARIA,NARPATGANJ
12400,"UTKARMIT MADHYAMIC VIDYALAYA, GAIRAKI, ARARIA",ARARIA,NARPATGANJ
12401,"U.M.S MAHALGAON, JOKIHAT, ARARIA",ARARIA,NARPATGANJ
12402,"U.H.S.PATTI PRANPAT, BHARGAMA, ARARIA",ARARIA,NARPATGANJ
12501,"HIGH SCHOOL RAHATMINA, ARARIA",ARARIA,NARPATGANJ
12502,JANTA HIGH SCHOOL CHAKAIHAT ARARIA,ARARIA,NARPATGANJ
12503,"MAHESHWARI GIRL'S H/S JOGBANI, ARARIA",ARARIA,NARPATGANJ
12505,H S MIRJAPUR NANDANPUR RANIGANJ ARARIA,ARARIA,NARPATGANJ
13001,INTER HIGH SCHOOL KISHANGANJ,KISHANGANJ,TERHAGACHH
13002,NATIONAL HIGH SCHOOL KISHANGANJ,KISHANGANJ,TERHAGACHH
13003,"RUSSELL HIGH SCHOOL BAHADURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13004,"THAKURGANJ HIGH SCHOOL THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13005,"HIGH SCHOOL AZADNAGAR CHHATERGACHH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13006,"KARKUN LAL HIGH SCHOOL ALTAHAT, KISHANGANJ",KISHANGANJ,TERHAGACHH
13007,"S S HIGH SCHOOL RATANPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13008,"HIGH SCHOOL POWAKHALI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13009,GIRLS HIGH SCHOOL KISHANGANJ,KISHANGANJ,TERHAGACHH
13010,"PROJECT HIGH SCHOOL DHANTOLA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13011,"PROJECT GIRLS HIGH SCHOOL THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13012,"N A HIGH SCHOOL GANGIHAT, KISHANGANJ",KISHANGANJ,TERHAGACHH
13013,"HIGH SCHOOL SONTHA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13014,"PROJECT AZAD HIGH SCHOOL POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13015,"HIGH SCHOOL SINGHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13016,"HIGH SCHOOL TERHAGACHH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13017,"KISAN HIGH SCHOOL SINGHARI POKHARIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13018,"PROJECT GIRLS H/S GHANIFULSARA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13019,"HIGH SCHOOL TULSIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13020,"HIGH SCHOOL BISHANPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13021,"S S HIGH SCHOOL BIBI GANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13022,GOVT S C RESI H/S KISHANGANJ,KISHANGANJ,TERHAGACHH
13023,"PROJECT GIRLS H/S BAHADURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13024,"PROJECT GIRLS HIGH SCHOOL TULSIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13025,"PROJ KANYA HIGH SCHOOL POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13026,"PROJ KISHAN BALIKA HIGH SCHOOL SONTHA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13301,"U M S HARIVASA DURGAPUR BANGAMA BAHADURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13302,"U M S HARIPOKHR KRANTIGACH GORUKHAL POTHIYA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13303,"UTKRAMIT M S DHANPURA DERAMARI KOCHDHAMAN, KISHANGANJ",KISHANGANJ,TERHAGACHH
13304,"UTKRAMIT M S HARWADANGA DIGHALBANK, KISHANGANJ",KISHANGANJ,TERHAGACHH
13305,"UTKRAMIT M S JANGALIBHITA PATHRIYA THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13306,"U H S CHAKLA GHAT, KISHANGANJ",KISHANGANJ,TERHAGACHH
13307,U H S MAHIN GAON KISHANGANJ,KISHANGANJ,TERHAGACHH
13308,"M S GACHHIBARA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13309,"UTTKRAMIT MADHYAMIK SCHOOL BELWA KASHIPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13310,"M S KATHALBARI DIGHALBAIK, KISHANGANJ",KISHANGANJ,TERHAGACHH
13311,"M S SINGHIMARI DIGHALBAIK, KISHANGANJ",KISHANGANJ,TERHAGACHH
13312,"M S BAIGNA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13313,"M S LOHAGARA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13314,"M S SUHIYA RAHMATPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13315,"M S BELUGARDH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13316,"M S KAMATI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13317,"M S BAIRIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13318,"M S JARHULIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13319,"M S KADHAILI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13320,"M S DESHIYATOLI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13321,"M S KATHALBARI BAHADUGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13322,"M S MAHESHBATHNA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13323,"M S DHANPAT GANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13324,"M S HALDIKHORA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13325,"M S MODHO, KISHANGANJ",KISHANGANJ,TERHAGACHH
13326,"M S BARIJAN, KISHANGANJ",KISHANGANJ,TERHAGACHH
13327,"M S KADO GAON, KISHANGANJ",KISHANGANJ,TERHAGACHH
13328,"M S RAJA GAON, KISHANGANJ",KISHANGANJ,TERHAGACHH
13329,"M S RASIYA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13330,"M S GALGALIYA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13331,"M S KALIYAGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13332,"M S RAIPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13333,"UTTKRAMIT MADHYAMIK SCHOOL MARIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13334,UTKRAMIT H/S DALUAHAT POTHIA KISHANGANJ,KISHANGANJ,TERHAGACHH
13335,"M S DAULA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13336,UTKRAMIT HIGH SCHOOL KANYA PICHHLA KISHANGANJ,KISHANGANJ,TERHAGACHH
13337,"UTKRAMIT MADHYAMIK SCHOOL TEUSA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13338,"UTKRAMIT MADHYAMIK SCHOOL KOCHGARH PURNDHA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13339,"UTKRAMIT MADHYAMIK SCHOOL TALWARBANDHA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13340,"UTKRAMIT MADHYAMIK SCHOOL TALGACCH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13341,"UTKRAMIT MADHYAMIK SCHOOL GANDHARVDANGA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13342,"UTKRAMIT MADHYAMIK SCHOOL KUWARI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13343,"UTKRAMIT MADHYAMIK SCHOOL FARABARI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13344,"UTKRAMIT MADHYAMIK SCHOOL KUSIYARI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13345,"UTKRAMIT MADHYAMIK SCHOOL GILHABARI KANYA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13346,"UTKRAMIT MADHYAMIK SCHOOL NAVNADI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13347,"UTKRAMIT MADHYAMIK SCHOOL SHITALPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13348,"UTKRAMIT MADHYAMIK SCHOOL BARCHONDI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13349,"UTKRAMIT MADHYAMIK SCHOOL RUIDHASA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13350,"UTKRAMIT MADHYAMIK SCHOOL BOURIGACCH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13351,"UTKRAMIT MADHYAMIK SCHOOL KHODAGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13352,"UTKRAMIT MADHYAMIK SCHOOL GOPALPUR HAAT, KISHANGANJ",KISHANGANJ,TERHAGACHH
13353,"UTKRAMIT MADHYAMIK SCHOOL SHAMESWAR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13354,"UTKRAMIT MADHYAMIK SCHOOL NATUAPARA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13355,"UTKRAMIT MADHYAMIK SCHOOL MASANGOAN, KISHANGANJ",KISHANGANJ,TERHAGACHH
13356,"UTKRAMIT MADHYAMIK SCHOOL HALMALA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13357,"UTKRAMIT MADHYAMIK SCH SAHPUR, KOACHADHAMAN, KISHANGANJ",KISHANGANJ,TERHAGACHH
13358,"UTKRAMIT M S JHUNKI MUSAHARI PURV,TEDHA GAACH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13359,"UTKRAMIT MADHYAMIK SCHOOL DAMALWARI, POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13360,"UTKRAMIT MADHYAMIK SCH BHATAWARI, BAHADURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13361,"UTKRAMIT MADHYAMIK SCHOOL BALANAGAR, KOACHDHAMAN, KISHANGANJ",KISHANGANJ,TERHAGACHH
13362,"UTKRAMIT M S ST TOLA BHORHA, TERDHA GAACH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13363,"UTKRAMIT M S BHOJPUR BALWA, TERDHA GAACH, KISHANGANJ",KISHANGANJ,TERHAGACHH
13364,"UTKRAMIT MADHYAMIK SCHOOL JALUCHOUCK, POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13365,"UTKRAMIT MADHYAMIK SCHOOL LODHA, THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13366,"UTKRAMIT MADHYAMIK SCH BEHULDANGI, THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13367,"UTKRAMIT MADHYAMIK SCHOOL SONAPUR, POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13368,"UTKRAMIT MADHYAMIK SCH PANCHGACHI, THAKURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13369,"UTKRAMIT MADHYAMIK SCHOOL LAUCHA, BAHADURGANJ, KISHANGANJ",KISHANGANJ,TERHAGACHH
13370,"UTKRAMIT MADHYAMIK SCH BELGACHI BIRPUR,POTHIA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13371,"UTKRAMIT MADHYAMIK SCHOOL PANISAL, KISHANGANJ",KISHANGANJ,TERHAGACHH
13372,"UTKRAMIT HIGH SCHOOL MANDAL TOLA DOHAR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13374,"UTKRAMIT MADHYAMIK SCHOOL, KANHAIBARI, KOCHADHAMAN, MAJGANGA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13376,"UTKRAMIT MADHYAMIK SCHOOL, KUARI KAIRI, KOCHADHAMAN, KAIRI BIRPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13377,"UTKRAMIT MADHYAMIK SCHOOL, HARIBHASHA, KOCHADHAMAN, PATHKOIKALA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13378,"UTKRAMIT MADHYAMIK SCHOOL, DOGIRJA, DIGHALBANK, SATKAUA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13379,"UTKRAMIT MADHYAMIK SCHOOL, TAPPUHAT, DIGHALBANK,MANGURA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13380,"UTKRAMIT MADHYAMIK SCHOOL, LAXMIPUR BURJTOLA, DIGHALBANK, LAXMIPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13381,"UTKRAMIT MADHYAMIK SCHOOL, DAHIBHAT JAGIR, DIGHALBANK, DAHIBHAT, KISHANGANJ",KISHANGANJ,TERHAGACHH
13382,"UTKRAMIT MADHYAMIK SCHOOL, KUDHAILA, BAHADURGANJ, JHILJHILI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13383,"UTKRAMIT MADHYAMIK SCHOOL, DHIGTOLA, BAHADURGANJ, JHINGKATA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13384,"UTKRAMIT MADHYAMIK SCHOOL, BILASI, BAHADURGANJ, GUAWARI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13385,"UTKRAMIT MADHYAMIK SCHOOL, HAWAKOL GAMHARIYA, TEDHAGACHH, HAWAKOL, KISHANGANJ",KISHANGANJ,TERHAGACHH
13386,"UTKRAMIT MADHYAMIK SCHOOL, JANGIRPUR, POTHIA, JAHANGIRPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13387,"UTKRAMIT MADHYAMIK SCHOOL, HALDAGAON, POTHIA, PARLABARI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13388,"UTKRAMIT MADHYAMIK SCHOOL, RATWA, POTHIA, PAHARKATTA, KISHANGANJ",KISHANGANJ,TERHAGACHH
13501,"PUBLIC HIGH SCHOOL RAHMATPUR, KISHANGANJ",KISHANGANJ,TERHAGACHH
13502,HIGH SCHOOL BELWA KISHANGANJ,KISHANGANJ,TERHAGACHH
13503,"HIGH SCHOOL CHURLI, KISHANGANJ",KISHANGANJ,TERHAGACHH
13504,INSAN HIGH SCHOOL KISHANGANJ,KISHANGANJ,TERHAGACHH
14001,HIGH SCHOOL KATIHAR,KATIHAR,FALKA
14002,ADARSH HIGH SCHOOL KATIHAR,KATIHAR,FALKA
14003,MAHESHWARI ACADEMY KATIHAR,KATIHAR,FALKA
14004,MARWARI PATHSHALA KATIHAR,KATIHAR,FALKA
14005,GANDHI H/S NEW COLONY KATIHAR,KATIHAR,FALKA
14006,H S B M P 7 KATIHAR,KATIHAR,FALKA
14007,M B T A ISLAMIA H/S KATIHAR,KATIHAR,FALKA
14008,GOVT HIGH SCHOOL KATIHAR,KATIHAR,FALKA
14009,UMA DEVI MISHRA GIRLS H/S KATIHAR,KATIHAR,FALKA
14010,H N HIGH SCHOOL MIRCHAIBARI KATIHAR,KATIHAR,FALKA
14011,G BALIKA H/S MIRCHAIBARI KATIHAR,KATIHAR,FALKA
14012,"S R D GIRLS HIGH SCHOOL KURSELA, KATIHAR",KATIHAR,FALKA
14013,GOVT HIGH SCHOOL KORHA KATIHAR,KATIHAR,FALKA
14014,"PROJECT GIRLS HIGH SCHOOL KORHA, KATIHAR",KATIHAR,FALKA
14015,"M L M HIGH SCHOOL BASTAUL, KATIHAR",KATIHAR,FALKA
14016,"PROJECT GIRLS HIGH SCHOOL BASTAUL, KATIHAR",KATIHAR,FALKA
14017,J HIGH SCHOOL GURUBAZAR KATIHAR,KATIHAR,FALKA
14018,S G N GIRLS H/S GURUBAZAR KATIHAR,KATIHAR,FALKA
14019,"A P HIGH SCHOOL AYODHYAGANJ, KATIHAR",KATIHAR,FALKA
14020,"GYANDA HIGH SCHOOL ROSHNA, KATIHAR",KATIHAR,FALKA
14021,"RAJENDRA HIGH SCHOOL DHANPARA, KATIHAR",KATIHAR,FALKA
14022,"D G HIGH SCHOOL KRISHNANAGAR, KATIHAR",KATIHAR,FALKA
14023,"RAJYA S S HIGH SCHOOL PRANPUR, KATIHAR",KATIHAR,FALKA
14024,"B H M HIGH SCHOOL POTHIA, KATIHAR",KATIHAR,FALKA
14025,"DR L N S HIGH SCHOOL CHANDWA, KATIHAR",KATIHAR,FALKA
14026,"S N SARVODAY HIGH SCHOOL BARETA, KATIHAR",KATIHAR,FALKA
14027,"HIGH SCHOOL SHUJAPUR, KATIHAR",KATIHAR,FALKA
14028,"S J N C HIGH SCHOOL BARETA SEMAPUR, KATIHAR",KATIHAR,FALKA
14029,"HIGH SCHOOL HAFLA GANJ, KATIHAR",KATIHAR,FALKA
14030,"HIGH SCHOOL FULHARA GORGAMA, KATIHAR",KATIHAR,FALKA
14031,"H K HIGH SCHOOL JOTRAMROY, KATIHAR",KATIHAR,FALKA
14032,"SADA NAND HIGH SCHOOL DUMARIA, KATIHAR",KATIHAR,FALKA
14033,"PROJECT GIRLS HIGH SCHOOL FALKA, KATIHAR",KATIHAR,FALKA
14034,"R A U HIGH SCHOOL SARDAHI BHAWARA, KATIHAR",KATIHAR,FALKA
14035,"B P S P HIGH SCHOOL MANIHARI, KATIHAR",KATIHAR,FALKA
14036,"P L S N GIRLS HIGH SCHOOL MANIHARI, KATIHAR",KATIHAR,FALKA
14037,"L S HIGH SCHOOL NAWABGANJ, KATIHAR",KATIHAR,FALKA
14038,"INDRAWATI HIGH SCHOOL AMDABAD, KATIHAR",KATIHAR,FALKA
14039,"GOVT ST RESIDENTIAL H/S NEEMA, KATIHAR",KATIHAR,FALKA
14040,HIGH SCHOOL KUMARIPUR KATIHAR,KATIHAR,FALKA
14041,"HEMCHANDRA HIGH SCHOOL HEMKUNJ, KATIHAR",KATIHAR,FALKA
14042,"S N HIGH SCHOOL GUAGACHHI, KATIHAR",KATIHAR,FALKA
14043,"PROJECT GIRLS HIGH SCHOOL AMDABAD, KATIHAR",KATIHAR,FALKA
14044,"HIGH SCHOOL BARSOI, KATIHAR",KATIHAR,FALKA
14045,"A L HIGH SCHOOL SONALI, KATIHAR",KATIHAR,FALKA
14046,"R K HIGH SCHOOL AZAMNAGAR, KATIHAR",KATIHAR,FALKA
